,id,question,option_a,option_b,option_c,option_d,correct_option
2131,OIC-288-05-A,Quelle est la caractéristique principale d'une thrombose hémorroïdaire externe?,Une tuméfaction rouge et sensible,Une tuméfaction bleutée et sensible,Une tuméfaction jaune et sensible,Une tuméfaction verte et sensible,b
2132,OIC-288-06-A,Quelles sont les deux formes principales de manifestations cliniques des hémorroïdes internes?,Bruyantes sur une courte période et dans la durée,Seulement bruyantes sur une courte période,Seulement dans la durée,Aucune des réponses ci-dessus,a
2133,OIC-288-06-A-,Quel est le grade des hémorroïdes internes qui sont visibles à l'extérieur de l'anus et l'anuscopie n'est souvent pas nécessaire pour les visualiser?,Grade I,Grade II,Grade IV,Grade III,c
2134,OIC-288-08-B,Quelle est la principale différence entre une thrombose hémorroïdaire externe et une fissure anale?,La présence de douleurs intenses,La présence d'un nodule bleuâtre,La présence de saignements,La présence d'une inflammation,b
2135,OIC-288-09-B-,Quelle est la première étape à suivre avant d'attribuer une anémie ferriprive à des hémorroïdes internes?,Examiner les hémorroïdes internes,Éliminer d'autres causes possibles d'anémie ferriprive,Mesurer le taux d'hémoglobine,Prescrire un supplément de fer,b
2136,OIC-288-10-A,Quel stade d'hémorroïdes internes est représenté par l'image A?,Stade I,Stade II,Stade III,Stade IV,a
2137,OIC-288-11-A,Quelle est la caractéristique principale d'une thrombose hémorroïdaire externe?,Une douleur intense et une masse bleu-noire palpable,Une saignée abondante lors de la défécation,Une sensation de brûlure dans le rectum,Une constipation chronique,a
2138,OIC-288-11-A-,Quel est le traitement le plus courant pour une thrombose hémorroïdaire externe?,Une injection de corticostéroïdes,Une chirurgie d'ablation des hémorroïdes,Une incision et drainage du caillot,Une prise de laxatifs,c
2139,OIC-288-12-B,Quel est le principal facteur favorisant la pathologie hémorroïdaire?,La consommation excessive d'alcool,Le manque d'activité physique,La constipation chronique,Le surpoids,c
2140,OIC-288-12-B-,Quel facteur est le plus souvent associé à la pathologie hémorroïdaire?,Le stress,La consommation de tabac,La sédentarité,L'hygiène intestinale,c
2141,OIC-288-13-A,Quel est le principal objectif des règles hygiéno-diététiques dans la prise en charge de la maladie hémorroïdaire?,Augmenter la consistance des selles,Lutter contre la constipation chronique,Diminuer la durée des crises hémorroïdaires,Prévenir les complications chirurgicales,b
2142,OIC-288-13-A-,Quel type de traitement est recommandé pour la thrombose hémorroïdaire externe?,Traitement médicamenteux à long terme,Incision ou excision chirurgicale,Sclérose chimique,Ligature élastique,b
2143,OIC-288-14-A,Quelle est la première règle du préambule thérapeutique pour les hémorroïdes?,Le traitement doit être réservé aux formes asymptomatiques.,Le traitement doit être réservé aux formes symptomatiques.,Le traitement doit être réservé aux formes chroniques.,Le traitement doit être réservé aux formes aiguës.,b
2144,OIC-288-14-A-,Quel type de traitement est habituellement réservé aux symptômes aigus des hémorroïdes?,Traitement chirurgical,Traitement médicamenteux en cure courte,Traitement instrumentale,Traitement de fond,b
2145,OIC-288-15-A,Quel est le traitement de première intention pour une thrombose hémorroïdaire externe?,Chirurgie immédiate,Anti-inflammatoires non stéroïdiens,Thrombectomie sous anesthésie locale,Anticoagulants,c
2146,OIC-288-15-A-,Quel est l'objectif principal du traitement de la thrombose hémorroïdaire externe?,Éliminer la thrombose,Prévenir la récidive,Réduire la douleur et l'inflammation,Améliorer la circulation sanguine,c
2147,OIC-288-16-B,Quelles sont les indications du traitement chirurgical pour la pathologie hémorroïdaire?,Hémorroïdes internes stades 1 et 2,Hémorroïdes internes stades 3 et 4,Hémorroïdes externes récidivantes,Hémorroïdes internes stades 1 et 3,b
2148,OIC-288-16-B-,Quelle est la règle de préambule thérapeutique pour le traitement chirurgical des hémorroïdes?,Règle de la douleur,Règle de la récidive,Règle de la gravité,Règle de la durée,c
2149,OIC-288-17-B,Quelle est l'évolution spontanée de la thrombose hémorroïdaire externe?,Elle se complique souvent de complications suppuratives,Elle est toujours associée à une ulcération au sommet du caillot,Elle est une affection bénigne qui ne se complique pas,Elle est toujours associée à un saignement chronique,c
2150,OIC-299-01-A,Quelle est la principale différence entre une tumeur primitive et une tumeur secondaire?,"La tumeur primitive est issue d'un tissu intracrânien, tandis que la tumeur secondaire est une métastase.",La tumeur primitive est plus fréquente que la tumeur secondaire.,"La tumeur primitive est toujours bénigne, tandis que la tumeur secondaire est toujours maligne.","La tumeur primitive est toujours intra parenchymateuse, tandis que la tumeur secondaire est toujours extra parenchymateuse.",a
2151,OIC-299-01-A-,Quelle est la localisation la plus fréquente des tumeurs intracrâniennes chez l'adulte?,Infra tentorielle,Supra tentorielle,Méninges,Nerfs crâniens,b
2152,OIC-299-02-A,Quelle est la différence entre une tumeur primitive de l'encéphale et une tumeur primitive des annexes?,"La tumeur primitive de l'encéphale se développe à l'intérieur du cerveau, tandis que la tumeur primitive des annexes se développe à partir des méninges et des nerfs crâniens.","La tumeur primitive de l'encéphale se développe à partir des méninges et des nerfs crâniens, tandis que la tumeur primitive des annexes se développe à l'intérieur du cerveau.","La tumeur primitive de l'encéphale est toujours bénigne, tandis que la tumeur primitive des annexes est toujours maligne.","La tumeur primitive de l'encéphale est toujours maligne, tandis que la tumeur primitive des annexes est toujours bénigne.",a
2153,OIC-299-02-A-,Quel est un exemple de tumeur primitive de l'encéphale?,Méningiome,Schwannome/neurinome du nerf vestibulaire,Glioblastome,Tumeur de la glande pituitaire,c
2154,OIC-299-03-B,Quel est le type histologique de tumeur cérébrale qui se développe à partir des cellules arachnoïdiennes?,Gliome,Méningiome,Adénome hypophysaire,Métastase,b
2155,OIC-299-03-B-,Quel est le traitement essentiellement chirurgical pour les méningiomes symptomatiques ou montrant une évolutivité radiologique?,Chimiothérapie,Radiothérapie,Chirurgie,Hormonothérapie,c
2156,OIC-299-04-B,Quelle est la localisation préférentielle des neurinomes ou schwannomes?,Nerf olfactif,Nerf optique,Nerf vestibulaire,Nerf facial,c
2157,OIC-299-04-B-,Quelle est la localisation préférentielle des médulloblastomes?,Cervelet,Cortex cérébral,Vermis du cervelet,Hypothalamus,c
2158,OIC-299-05-A,Quel symptôme est le plus spécifique d'une hypertension intracrânienne?,Céphalées,Nausées et vomissements,Parésie du nerf abducens,Baisse d’acuité visuelle,c
2159,OIC-299-06-B,Quel examen est le plus performant pour le diagnostic et le bilan préopératoire d'une tumeur intracrânienne chez l'adulte?,Scanner cérébral sans injection,Scanner cérébral avec injection,IRM sans injection,IRM avec injection,d
2160,OIC-299-06-B-,Quelle séquence IRM est utilisée pour distinguer un abcès d'une tumeur maligne?,Séquence de diffusion,Séquence de perfusion,Spectroscopie,Fonctionnelle,a
2161,OIC-299-07-A,Quel examen clinique est essentiel pour rechercher un mélanome chez un patient avec une métastase cérébrale?,Examen cutané,Auscultation pulmonaire,Palpation mammaire,Examen neurologique,a
2162,OIC-299-07-A-,Quel examen d'imagerie est recommandé pour rechercher d'autres métastases systémiques chez un patient avec une métastase cérébrale?,Scanner thoraco-abdomino-pelvien,Mammographie,TEP scanner au fluorodéoxyglucose (<sup>18</sup>F),IRM cérébrale,c
2163,OIC-299-08-A,Quelle est la principale complication d'une tumeur cérébrale volumineuse qui peut conduire à un coma?,Hypertension artérielle,Hypertension intracrânienne,Épilepsie,Hydrocéphalie,b
2164,OIC-299-08-A-,Quelle est la complication d'une tumeur cérébrale qui peut entraîner un état de mal épileptique?,Hypertension intracrânienne,Hydrocéphalie,Épilepsie,Hypertension artérielle,c
2165,OIC-299-09-B,Quel est le traitement de première intention pour un œdème vasogénique péri-tumoral?,Antibiotiques,Corticoïdes,Anticonvulsivants,Anticoagulants,b
2166,OIC-299-09-B-,Quel type de chirurgie est recommandé pour une tumeur volumineuse ou hémorragique?,Chirurgie de résection,Chirurgie de décompression,Chirurgie de réparation,Chirurgie de réduction,a
2167,OIC-302-01-A,Quelle est la tumeur cutanée la plus fréquente?,Mélanome,Carcinome épidermoïde,Carcinome basocellulaire,Tumeur induite par HPV,c
2168,OIC-302-01-A-,Quelle est la tumeur cutanée qui se développe à partir des mélanocytes?,Carcinome basocellulaire,Carcinome épidermoïde,Mélanome,Tumeur induite par HPV,c
2169,OIC-302-02-A-,Où sont principalement localisées les verrues vulgaires communes?,Face dorsale des mains et des doigts,Face palmaire des mains,Visage,Membres,a
2170,OIC-302-03-B,Quel est le principal facteur favorisant les carcinomes cutanés?,L'âge,L'exposition solaire,Le phototype clair,L'immunodépression,b
2171,OIC-302-03-B-,Quel est le phototype le plus à risque de développer un mélanome?,Phototype I,Phototype II,Phototype III,Phototype IV,a
2172,OIC-302-04-A,Quelle est la marge de sécurité recommandée pour l'exérèse chirurgicale d'un carcinome basocellulaire de mauvais pronostic?,2 mm,4 à 10 mm,5 à 10 mm,1 cm,b
2173,OIC-302-04-A-,"Pour un mélanome avec un indice de Breslow supérieur à 2 mm, quelle est la marge de sécurité recommandée?","0,5 cm",1 cm,1 à 2 cm,2 cm,d
2174,OIC-302-05-A,Quelle est la forme clinique la plus courante du carcinome basocellulaire?,CBC nodulaire,CBC superficiel,CBC sclérodermiforme,CBC plan cicatriciel,a
2175,OIC-302-05-A-,Quel est le principal diagnostic différentiel du carcinome épidermoïde?,Kératoses actiniques,Lésions inflammatoires chroniques,Maladie de Bowen,CBC nodulaire,c
2176,OIC-302-07-A,Quelle est la principale mesure de prévention des carcinomes épidermoïdes et basocellulaires?,Utilisation de crèmes solaires,Traitement des lésions précancéreuses,Eviction des zones exposées au soleil,Chirurgie préventive,a
2177,OIC-302-07-A-,Quel type de lésion doit être traité pour prévenir les carcinomes épidermoïdes et basocellulaires?,Kératoses actiniques,Lésions virales HPV induites,Lésions cutanées bénignes,Lésions vasculaires,a
2178,OIC-302-08-A,Quelle est la principale différence entre les nævus acquis et les nævus congénitaux?,La taille des lésions,Leur localisation,Leur présence dès la naissance,Leur couleur,c
2179,OIC-302-09-B,Quel est le principal diagnostic différentiel des nævi?,Kératose séborrhéique,Histiocytofibrome,Mélanome,Carcinome basocellulaire,c
2180,OIC-302-09-B-,"Parmi les suivants, quel est un diagnostic différentiel des nævi?",Lentigo actinique,Botriomycome,Angiome thrombosé,Lésion hématique plantaire,a
2181,OIC-302-10-B,Quelle est la probabilité de transformation d'un naevus commun en mélanome?,Inférieure à 1 pour 100 000,Supérieure à 1 pour 100 000,Égale à 1 pour 100 000,Inconnue,a
2182,OIC-302-11-A,Quelle est la caractéristique principale d'une lésion suspecte de mélanome selon la règle ABCDE?,Asymétrie,Bords réguliers,Couleur homogène,Diamètre < 6 mm,a
2183,OIC-302-11-A-,Quel est le critère histo-pronostique le plus pertinent pour le mélanome?,L'ulcération,L'indice de Breslow,L'index mitotique,La couleur inhomogène,b
2184,OIC-302-12-B,Quel est le type histologique de mélanome qui représente 60 à 70% des cas?,Mélanome nodulaire,Mélanome à extension superficielle,Mélanome acral lentigineux,Mélanome de Dubreuilh,b
2185,OIC-302-12-B-,Quel est le facteur pronostique le plus important dans le mélanome?,Taille de la tumeur,Indice de Breslow,Rupture capsulaire,Nombre de ganglions envahis,b
2186,OIC-302-13-A,Quel est le principal facteur environnemental responsable du mélanome?,L'exposition aux UV,La consommation d'alcool,Le tabagisme,L'obésité,a
2187,OIC-302-13-A-,Quel est l'objectif de la prévention secondaire du mélanome?,Diminuer l'exposition aux UV,Améliorer le pronostic par un dépistage précoce,Augmenter la consommation de fruits et légumes,Encourager l'exercice physique,b
2188,OIC-302-15-B,Quelle est la caractéristique principale du carcinome basocellulaire nodulaire?,Plaque érythématosquameuse bien limitée,Nodule translucide recouvert de télangiectasies,Lésion papuleuse avec des kératoses,Lésion ulcérée avec des bordures irrégulières,b
2189,OIC-302-15-B-,Quelle est la caractéristique principale du carcinome basocellulaire superficiel?,Nodule translucide recouvert de télangiectasies,Lésion papuleuse avec des kératoses,Plaque érythématosquameuse bien limitée à bordure perlée,Lésion ulcérée avec des bordures irrégulières,c
2190,OIC-302-16-B,Quelle est la caractéristique principale d'un carcinome épidermoïde selon la photographie?,Tumeur régulière et lisse,Tumeur irrégulière ulcéro-végétante,Tumeur avec une surface brillante,Tumeur avec une couleur uniforme,b
2191,OIC-302-16-B-,Quel est le signe clinique associé à un carcinome épidermoïde selon la photographie?,Croûtes absentes,Bords inflammatoires,Base molle,Couleur uniforme,b
2192,OIC-302-17-A,Quelle est la caractéristique principale d'un mélanome typique selon la photographie?,Lésion symétrique,Bords réguliers,Couleur homogène,Asymétrie et bords irréguliers,d
2193,OIC-310-01-B,Quelle est la pathologie tumorale la plus fréquente chez l'homme de plus de 50 ans?,Cancer du sein,Cancer de la prostate,Cancer du poumon,Cancer de l'estomac,b
