mcq,cop,llm_cop
"-----
Question:
Not true about angioneurotic edema?
Options:
a) Pitting edema of face, lips and mucous membrane D
b) C1 Esterase inhibitor deficiency can cause it
c) Extreme temperature exposure can provoke it
d) Known with ACE inhibitors.
-----
",0,1
"-----
Question:
Chemical peeling is done by all except -
Options:
a) Trichloroacetic acid
b) Phosphoric acid
c) Carbolic acid
d) Kojic acid
-----
",1,3
"-----
Question:
Reversal lepra reaction shown no response to :
Options:
a) Cloafazimine
b) Chloroquine
c) Glucocoicoids
d) Thalidomide
-----
",3,4
"-----
Question:
Berloque dermatitis is due to contact with which of the following:
Options:
a) Plants
b) Food
c) Cosmetics
d) Metal
-----
",2,3
"-----
Question:
Tzank smear helps in the diagnosis of :
Options:
a) Herpes viral infection
b) Bullous pemphigoids
c) Carcinoma of cervix
d) None
-----
",0,1
"-----
Question:
Which of the following is the histological feature of pemphigus: March 2010
Options:
a) Acanthosis
b) Colloid bodies
c) Acantholysis
d) Basal cell degeneration
-----
",2,3
"-----
Question:
Diagnostic test for syphilis: March 2013
Options:
a) VDRL
b) RPR
c) FTA-ABS
d) IgG ELISA
-----
",2,3
"-----
Question:
Most potent anti-leprotic drug is:
Options:
a) Rifampcin
b) Dapsone
c) Clofazimine
d) Norflox
-----
",0,3
"-----
Question:
A 5 year old male child has multiple hyperprigmented macules over the trunk. On rubbing the lesion with the rounded end of a pen, he developed uicarial wheal, confined to the border of the lesion. The most likely diagnosis is:
Options:
a) Lichen planus
b) Fixed drug eruption
c) Uicaria pigmentosa
d) Uicarial vasculitis
-----
",2,3
"-----
Question:
A young 8-year old boy presents with multiple discrete, shiny, pin-head papules on dorsal aspect of hand, forearms and shaft of penis. The diagnosis is:
Options:
a) Molluscum contagiosum
b) Scabies
c) Lichen planus
d) Lichen nitidus
-----
",3,1
"-----
Question:
Typical lesion in hard chancre is:
Options:
a) Painless and indurated
b) Painful and indurated
c) Painless and non-indurated
d) Painful and non-indurated
-----
",0,1
"-----
Question:
Gottron's papules or sign seen in:
Options:
a) Dermatomyositis
b) Multiple myeloma
c) Acute myeloid leukemia
d) Psoriasis
-----
",0,1
"-----
Question:
What is the percentage of patients with disseminated discoid lupus erythematosus who develop SLE?
Options:
a) 2%
b) 22%
c) 52%
d) 82%
-----
",1,2
"-----
Question:
Subepithelial Bullae are seen in:
Options:
a) Dermatitis herpatiforms
b) Molluscum contagiosum
c) Pemphigus
d) All
-----
",0,1
"-----
Question:
Maculae cerulea is seen in ?
Options:
a) Pediculosis hominis corporis
b) Pediculosis capitis
c) Scabies
d) Lupus erythematosus
-----
",-1,1
"-----
Question:
Pterygium of nail is seen in?
Options:
a) Psoriasis
b) Pemphigus
c) Pemphigoid
d) Lichen planus
-----
",3,1
"-----
Question:
Female with tense bullae over erythematous base. Diagnosis is?
Options:
a) Pemphigus erythematosus
b) Bullous Pemphigoid
c) Pemphigus vulgaris
d) Pemphigus vegetans
-----
",1,1
"-----
Question:
Which layer of epidermis is underdeveloped in the VLBW infants in the initial 7 days?
Options:
a) Stratum germinativum.
b) Stratum granulosum
c) Stratum lucidum
d) Stratum corneum
-----
",3,1
"-----
Question:
Frei's test is used in diagnosing which of the following condition?
Options:
a) Lymphogranuloma venereum
b) Lymphogranuloma inguinale
c) Donovanosis
d) Soft chancre
-----
",0,2
"-----
Question:
Groton's sign is seen in?
Options:
a) Dermatomyositis
b) SLE
c) Scleroderma
d) MCTD
-----
",0,1
"-----
Question:
Which of the following is not affected in leprosy: September 2011
Options:
a) Uterus
b) Testes
c) Nerve
d) Eye
-----
",0,1
"-----
Question:
In alopecia areata, seen is:
Options:
a) Exclamatory mark hair
b) Scaring
c) Fungal infection
d) Traumatic
-----
",0,1
"-----
Question:
A 12 year old boy had a gradually progressive plaque on a buttock for the last 3 years. The plaque was 15 cm in diameter, annular in shape, with crusting and induration at the periphery and scarring at the center. The most likely diagnosis.
Options:
a) Tinea corporis
b) Granuloma annulare
c) Lupus vulgaris
d) Borderline leprosy
-----
",2,4
"-----
Question:
Drugs used in lepra reaction is:
Options:
a) Thalidomide
b) Clofazimine
c) Chloroquine
d) All of the above
-----
",3,4
"-----
Question:
Mouth Lesion are seen in:
Options:
a) Psoriasis
b) Lichen Planus
c) Basal Cell CA
d) Icthyosis Vulgaris
-----
",1,2
"-----
Question:
Fishnet appearance in immunoflorescence is seen in: (Repeat)
Options:
a) Pemphigus vulgaris
b) Bullous pemphigoid
c) Dermatitis herpetiformis
d) Darier disease
-----
",0,1
"-----
Question:
The characteristic clinical sign of alopecia areata is
Options:
a) Exclamatory mark hair
b) decreased hair diameter
c) absence of hair follicle
d) a scaly patch of alopecia
-----
",0,1
"-----
Question:
Tinea Versicolour is caused by:
Options:
a) E. Flaccosum
b) Malassezia Furfur
c) T. rubrum
d) T. Schonleini
-----
",1,2
"-----
Question:
Drug causing fixed drug eruption ?
Options:
a) Sulfonamide
b) Erythromycin
c) Aminoglycoside
d) None
-----
",0,1
"-----
Question:
Psoriasis associated with -hemolytic streptococcal infection?
Options:
a) Psoriasis vulgaris
b) Erythrodermic psoriasis
c) Pustular psoriasis
d) Guttate psoriasis
-----
",3,4
"-----
Question:
Acantholysis is due to destruction of :
Options:
a) Epidermis
b) Subepidermis
c) Intercellular substance
d) Basement membrane
-----
",2,3
"-----
Question:
A patient after a trip to Bangkok has developed fever and perioral vesicles, diagnosis is:
Options:
a) Herpes simplex
b) Impetigo
c) Molluscum contagiosum
d) Bullous pemphigoid
-----
",0,1
"-----
Question:
The following is an impoant feature of psoriasis:September 2009
Options:
a) Crusting
b) Silvery Scaling
c) Coarse bleeding
d) Erythematous macules
-----
",1,2
"-----
Question:
A 45 year old male had multiple hypoaesthetic mildly erythematous large plaques with elevated margins on trunk and extremities. His ulnar and lateral popliteal nerves on both sides were enlarged . The most probable diagnosis is:
Options:
a) Lepromatous leprosy
b) Borderline leprosy
c) Borderline tuberculoid leprosy
d) Borderline lepromatous leprosy
-----
",3,3
"-----
Question:
Desmosomes are helpful in connecting -
Options:
a) Keratinocytes
b) Melanocytes
c) Dermis and epidermis
d) Langerhanscells
-----
",0,1
"-----
Question:
Wickmann's straie seen in ?
Options:
a) Lichen planus
b) Psoriasis
c) Dermatomyositis
d) Was
-----
",0,1
"-----
Question:
Regarding Lichen Planus all are true, except :
Options:
a) Hypopigmentation in most residual disease
b) Lymphatic infiltration in supradermal layer
c) Itchy polygonal, purple papule
d) Skin, hair and oral mucosa commonly involved
-----
",0,1
"-----
Question:
Patient presents with discharge per urethrum and microscopy shows presence of intracytoplasmic gram negative cocci; what is the most probable diagnosis ?
Options:
a) Gonorrhea
b) Donovanosis
c) Bacterial vaginosis
d) Syphilis
-----
",0,1
"-----
Question:
Which of the following is a characteristic feature of Borderline leprosy?
Options:
a) Inveed saucer appearance
b) Erythema Nodosum Leprosum
c) Presence of hypopigmented plaques all over the body
d) Glove and Stocking sensory symptoms
-----
",0,2
"-----
Question:
Sign of Groove is found in -
Options:
a) Chancroid
b) Granuloma inguinale
c) LGV
d) Syphilis
-----
",2,1
"-----
Question:
Target lesions are seen in:
Options:
a) Erythema marginatum
b) Lichen planus
c) Psoriasis
d) Erythema multiforme
-----
",3,4
"-----
Question:
Causative factor for acne are following except
Options:
a) Androgen
b) Only food
c) Keratin
d) Cell nucleus
-----
",1,2
"-----
Question:
Bromhidrosis affect which gland ?
Options:
a) Eccrine sweat gland
b) Apocrine sweat gland
c) Both eccrine and apocrine sweat gland
d) None of the above
-----
",1,2
"-----
Question:
Nikolsky's sign is seen in ?
Options:
a) Pemphigus
b) Herpes zoster
c) Bullous impetigo
d) All of the above
-----
",3,4
"-----
Question:
Sabin fieldman dye test is used for ?
Options:
a) Toxoplasmosis
b) Syphilis
c) Herpes genitalis
d) Gardenellavaginalis
-----
",0,1
"-----
Question:
Slow growing tumor of skin which rarely metastasise to lymphnodes is:
Options:
a) Melanoma
b) Sq cell ca
c) Basal cell ca
d) Angiosarcoma
-----
",2,3
"-----
Question:
Characteristic of chronic eczema ?
Options:
a) Erythema
b) Induration
c) Lichenification
d) Edema
-----
",2,3
"-----
Question:
Control of TB and leprosy is by:
Options:
a) Isolation of case
b) Specific protection
c) Early diagnosis and treatment
d) Elimination of reservoirs
-----
",2,3
"-----
Question:
DOC in chancroid is
Options:
a) Tetracycline
b) Doxycycline
c) Erythromycin
d) Streptomycin
-----
",2,2
"-----
Question:
Trichophyton infects:
Options:
a) Skin + nail
b) Skin + hair
c) Hair + nail
d) Skin +hair+ nail
-----
",3,1
"-----
Question:
A 24-year-old male presents with an asymptomatic hyperpigmented patch over the right upper chest 4 years ago, which increased in thickness since then and developed thick hair over the same with time. Diagnosis is:
Options:
a) Spitz nevus
b) Hypermelanosis of Ito
c) Becker's nevus
d) Congenital melanocytic nevus
-----
",2,3
"-----
Question:
The following skin condition is associated with:
Options:
a) Diabetes
b) Hypothyroidism
c) Hyperthyroidism
d) Sarcoidosis
-----
",0,1
"-----
Question:
Herpes resistant to acyclovir is treated by
Options:
a) Foscarnet
b) Lamivudine
c) Ganciclovir
d) Valocyclovir
-----
",0,1
"-----
Question:
What is the treatment for nodulocystic acne vulgaris?
Options:
a) Isotretiroin
b) Clindamycine cream
c) Topical steroids
d) Benzoyl peroxide
-----
",0,1
"-----
Question:
Erythema marginatum is seen in :
Options:
a) Drug reactions
b) Typhoid fever
c) Enteric fever
d) Rheumatic fever
-----
",3,1
"-----
Question:
Which of the following is done for the quick diagnosis of Erythrasma ?
Options:
a) Biopsy
b) KOH examination
c) Culture and sensitivity
d) Wood's lamp examination
-----
",3,4
"-----
Question:
The mainstay of treatment of vitiligo is?
Options:
a) PUVA
b) Imiqinod
c) Acyclovir
d) Coal tar
-----
",0,1
"-----
Question:
All of the following skin infections are caused by S aureus, EXCEPT:
Options:
a) Folliculitis
b) Furuncle
c) Cellulitis
d) Erysipelas
-----
",3,4
"-----
Question:
Antileprotic drug also used in lepra reaction is:
Options:
a) Rifampcin
b) Dapsone
c) Ciprofloxacin
d) Clofazimine
-----
",3,4
"-----
Question:
Chanroid is caused by-
Options:
a) Hemophilus ducrey's
b) Hemojphilus vaginalis
c) Trachoma virus
d) Treponima pallidum
-----
",0,4
"-----
Question:
Dermatitis herpetifomis is associated with:
Options:
a) HLA DR4
b) HLA DQ2 and HLA DQ8
c) HLACW6
d) HLADR2
-----
",1,2
"-----
Question:
DOC for a pregnant woman in 2"" trimester with pustular psoriasis is
Options:
a) Prednisolone
b) Dapsone
c) Acitretin
d) Methotrexate
-----
",0,2
"-----
Question:
Acantholysis involves (is seen in):
Options:
a) Epidermis
b) Dermis
c) Epidermis-Dermis junction
d) Subcutaneous tissue
-----
",0,3
"-----
Question:
The following test is not used for diagnosis of leprosy :
Options:
a) Lepromin test
b) Slit skin smear
c) Fine needle aspiration cytology
d) Skin biopsy
-----
",0,3
"-----
Question:
Telogen phase of hair growth lasts for ?
Options:
a) 1 day
b) 10 days
c) 100 days
d) 1000 days
-----
",2,3
"-----
Question:
A 43 year old female presented with pigmentation on neck, axilla and other flexures. She is diabetic for few years and not under control. She is worried about the chance of skin cancer. All of the following are premalignant conditions, EXCEPT:
Options:
a) Solar keratosis
b) Acanthosis nigricans
c) Bowen's disease
d) Porokeratosis
-----
",1,2
"-----
Question:
Pterygium of nail is seen in ?
Options:
a) Lichen planus
b) Psoriasis
c) tinea ungium
d) Alopecia areta
-----
",0,3
"-----
Question:
Hutchison's syphilitic traid includes all except
Options:
a) Associated with congenital syphilis
b) Notched incissor teeth
c) Nerve deafness
d) Associated with CVS anomalies
-----
",3,2
"-----
Question:
Exanthema is caused by which drug ?
Options:
a) Phenytoin
b) Valproate
c) Digoxin
d) NTG
-----
",0,1
"-----
Question:
Nevus simplex commonly presents at ?
Options:
a) Face
b) Trunk
c) Legs
d) Hand
-----
",-1,2
"-----
Question:
Chancroid is caused by?
Options:
a) H. Ducrei
b) N. Gonnorrea
c) T. Pallidum
d) H. Influenza
-----
",0,1
"-----
Question:
Corynebacterium minutissimum causes?
Options:
a) Erysipelas
b) Erythrasma
c) Erythema ab igne
d) Erythroplasia
-----
",1,2
"-----
Question:
Drugs used topically for dermatophytes-
Options:
a) Terbinafine
b) Cyclopirox olamine
c) Econazole
d) All of the above
-----
",3,4
"-----
Question:
True about lepromatous leprosy ?
Options:
a) Only 3 cutaneous lesions
b) Lepromin test highly positive
c) Thickened nerve roots
d) ENL in > 50% cases
-----
",-1,4
"-----
Question:
A patient with psoriasis was staed on systemic steroids. After stopping treatment, the patient developed generalized pustules all over the body. The cause is most likely to be:
Options:
a) Drug induced reaction
b) Pustular psoriasis
c) Bacterial infections
d) Septicemia
-----
",1,1
"-----
Question:
School of fish appearance is shown by:
Options:
a) Hemophilus ducreyi
b) Gonococcus
c) Chlamydia
d) Donovania granulomatis
-----
",0,1
"-----
Question:
Loss of Intercellular cohesion between keratinocytes is called as ?
Options:
a) Acanthosis
b) Acantholysis
c) Keratinolysis
d) Spongiosis
-----
",-1,2
"-----
Question:
A 24-year old unmarried woman has multiple nodular, cystic, pustular and comadonic lesions on face, upper back and shoulders for 2 years. The drug of choice for her treatment would be:
Options:
a) Acitretin
b) Doxycycline
c) Isotretinoin
d) Azithromycin
-----
",2,3
"-----
Question:
Acantolytic cells in pemphigus is-
Options:
a) Cell with hyperchromatic nuclei and perinuclear halo
b) Cell with hypochromatic nuclei and perinuclear halo
c) Multinucleated cells
d) None of the above
-----
",0,1
"-----
Question:
Cellmediated immunity is maximum suppressed in
Options:
a) BT
b) LL
c) TT
d) Indeterminate
-----
",1,2
"-----
Question:
Treatment of choice for scabies is?
Options:
a) Crotamiton
b) Benzyl benzoate
c) Malathion
d) Permathrin
-----
",3,4
"-----
Question:
In secondary syphilis all are seen except:
Options:
a) Condyloma lata
b) Interstitial keratitis
c) Ahritis
d) Proteinuria
-----
",1,4
"-----
Question:
Bacillary angiomatosis is caused by:
Options:
a) B. henselae
b) B. pertussis
c) R. Conorii
d) A. action mycetemcomitans
-----
",0,1
"-----
Question:
Comedons are characteristics of:
Options:
a) Acne vulgaris
b) Acne rosasea
c) SLE
d) d. Adenoma sebaceum
-----
",0,1
"-----
Question:
A 26 yr. old man from Bihar comes with juicy looking papules over face and back of neck which were hypopigmented and normo aesthetic with no nerve thickening. History of prolonged fever in childhood was present. Diagnosis?
Options:
a) Tuberculoid leprosy
b) Post Kala Azar dermal leishmaniasis
c) Lepromatous leprosy
d) HIV
-----
",1,2
"-----
Question:
Drug of choice for genital was is ?
Options:
a) Acyclovir
b) Podophyllin
c) Minocyclin
d) Interferon alpha
-----
",1,2
"-----
Question:
Hanging cuain sign seen in?
Options:
a) Pityriasis rosea
b) Pityriasis Versicolor
c) Pityriasis rubra pilaris
d) Pityriasis lichenoides chronica
-----
",0,1
