id,question,option_a,option_b,option_c,option_d,correct_option
OIC-288-04-A,Quelle est la phase du phénomène de Raynaud représentée dans la photographie?,Phase de cyanose,Phase de blancheur,Phase syncopale,Phase de rougeur,c
OIC-288-04-A-,Quelle est la caractéristique principale de l'engelure observée dans la photographie?,Couleur rougeâtre,Couleur bleuâtre,Couleur jaune,Couleur verte,b
OIC-288-05-A,Quel est le but principal de la manœuvre d'Allen lors de l'évaluation des acrosyndromes?,Évaluer la circulation sanguine dans les doigts,Mesurer la pression artérielle,Diagnostiquer une infection,Évaluer la mobilité articulaire,a
OIC-288-05-A-,Quel est le critère clinique qui justifie la réalisation d'anticorps anti-nucléaires et de la capillaroscopie dans les acrosyndromes?,Un PR d'apparition ancienne,Un PR d'apparition récente ou d'aggravation récente,Un PR avec des symptômes légers,Un PR avec des symptômes modérés,b
OIC-288-06-A,Quelle est la définition de la thyrotoxicose?,Excès de production d'hormones thyroïdiennes liées à l'hyperfonctionnement de la glande thyroïde,Conséquences de l'excès d'hormones thyroïdiennes au niveau des tissus cibles,Relargage d'hormones thyroïdiennes comme dans les thyroïdites sub-aiguës de De Quervain,Apport exogène d'hormones thyroïdiennes (thyrotoxicose factice),b
OIC-288-06-A-,Quel est le sexe-ratio de l'hyperthyroïdie?,1,2,7,10,c
OIC-288-07-B,Quel symptôme est souvent associé à la thyrotoxicose chez l'adulte?,La perte de poids avec appétit conservé,La fatigue musculaire pouvant aller jusqu'à l'amyotrophie,La diarrhée,La tachycardie de repos,a
OIC-288-07-B-,Quels sont les symptômes d'une crise aiguë thyrotoxique?,"Fièvre, déshydratation, troubles cardiovasculaires et neuropsychiques","Fièvre, déshydratation, troubles digestifs","Fièvre, déshydratation, troubles respiratoires","Fièvre, déshydratation, troubles musculaires",a
OIC-288-08-B,Quelle est la complication oculaire liée aux atteintes cornéennes de l'ophtalmopathie basedowienne?,Neuropathie optique compressive,Diplopie,Kératite d'exposition,Inocclusion palpébrale,c
OIC-288-08-B-,Quel dosage est effectué en deuxième intention si le TSH est bas?,T3L,T4L,TSH,TSH et T4L,b
OIC-288-09-B,Quel est un signe biologique non spécifique associé à la maladie de Basedow?,Anticorps anti-récepteurs de TSH,Elevation des enzymes hépatiques,Hyperglycémie,Diminution du cholestérol,c
OIC-288-09-B-,Quelle est l'indication principale de l'échographie thyroïdienne?,Évaluer la taille de la thyroïde,Identifier la cause de l'hyperthyroïdie,Mesurer la fonction thyroïdienne,Évaluer la densité osseuse,a
OIC-288-10-A,Quelle étiologie d'hyperthyroïdie est plus fréquente chez les sujets plus âgés?,Maladie de Basedow,Goitre multinodulaire toxique,Adénome toxique,Hyperthyroïdie idiopathique,c
OIC-288-10-A-,"Quel examen est recommandé en 2<sup>ème</sup> intention en cas de suspicion clinique de maladie de Basedow, si le dosage des anticorps anti-récepteurs de la TSH n'est pas possible?",Dosage plasmatique des anticorps anti-récepteurs de la TSH,Scintigraphie thyroïdienne,Echographie-doppler thyroïdienne,Imagerie par résonance magnétique,b
OIC-288-11-A,Quel est le dernier critère diagnostique d'un nodule hypersécrétant?,Clinique : un syndrome de thyrotoxicose d'intensité variable,Bilan hormonal : une hyperthyroidie biologique périphérique,Échographie : un nodule ou plusieurs nodules à l'échographie thyroïdienne,Scintigraphie : une plage unique hyperfixante avec extinction du parenchyme thyroidien sain,d
OIC-288-11-A-,Quel est le délai de saturation de la thyroïde en iode après une injection de produit de contraste iodé?,1 à 2 semaines,4 à 6 semaines,3 à 4 mois,6 à 12 mois,b
OIC-288-12-B,Quel est le traitement spécifique de l'hyperthyroïdie?,Antithyroidiens de synthèse,Thyroïdectomie totale,Iode radioactif,Bétabloquants et sédatifs,a
OIC-288-12-B-,Quelle est la différence entre l'insuffisance surrénale primaire et centrale?,"L'insuffisance surrénale primaire est due à une atteinte des deux glandes surrénales, tandis que l'insuffisance surrénale centrale est due à une atteinte hypophysaire","L'insuffisance surrénale primaire est due à un déficit en cortisol, tandis que l'insuffisance surrénale centrale est due à un déficit en aldostérone","L'insuffisance surrénale primaire est due à un déficit en androgène surrénalien, tandis que l'insuffisance surrénale centrale est due à un déficit en ACTH hypophysaire","L'insuffisance surrénale primaire est due à une atteinte hypophysaire, tandis que l'insuffisance surrénale centrale est due à une atteinte des deux glandes surrénales",a
OIC-288-13-A,Quel est un signe biologique associé à l'insuffisance surrénale primaire mais pas à l'insuffisance surrénale secondaire?,Leucopénie,Hyperéosinophilie,Hypoglycémie,Hyponatrémie de dilution,c
OIC-288-13-A-,Quel est le signe biologique le plus fréquent dans l'insuffisance surrénale primaire?,Hypoglycémie,Hyponatrémie,Hyperkaliémie,Ionogramme normal,c
OIC-288-14-A,Quel est le signe biologique caractéristique de l'insuffisance corticotrope chez l'adulte et l'enfant?,Hyponatrémie avec hyperkaliémie,Hyponatrémie sans hyperkaliémie,Hypernatrémie,Hyperkaliémie,b
OIC-288-14-A-,Quel test est réalisé pour confirmer le diagnostic d'insuffisance surrénalienne lorsque le cortisol à 8h est entre 50 et 180 ng/ml?,Test de stimulation au synACTHène,Test de stimulation à la corticotrophine,Test de stimulation à la dexaméthasone,Test de stimulation à la vasopressine,a
OIC-288-15-A,Quel est le diagnostic étiologique de l'insuffisance surrénalienne lorsque l'ACTH est élevé?,Insuffisance corticotrope,Insuffisance surrénale primaire,Insuffisance surrénale secondaire,Insuffisance surrénale mixte,b
OIC-288-15-A-,Quelle est la valeur de cortisolémie qui indique une réponse normale au test au synacthène?,100 ng/ml,150 ng/ml,180 ng/ml,200 ng/ml,c
OIC-288-16-B,Quelle est une particularité clinique de la tuberculose bilatérale des surrénales chez l'adulte?,Surrénales atrophiques au scanner,Surrénales augmentées de taille à la phase initiale puis atrophiées et calcifiées,Contexte de surrénalectomie bilatérale,Masses surrénaliennes bilatérales,b
OIC-288-16-B-,Quelle est la deuxième cause la plus fréquente d'insuffisance corticotrope chez l'adulte et l'enfant?,Corticothérapie prolongée,Infection virale,Tumeur de la région hypothalamo-hypophysaire,Maladie auto-immune,c
OIC-288-17-B,Quelle est une autre cause d'insuffisance corticotrope parmi les suivantes?,Granulomatose,Traumatisme,Radiothérapie,Nécrose brutale,c
OIC-288-17-B-,Quelle est la bioéquivalence de la dexaméthasone par rapport à l'hydrocortisone?,1,4,40,100,c
OIC-299-01-A,Quelle est la dose initiale d'hydrocortisone recommandée en cas d'insuffisance surrénale aiguë?,50 mg en IV ou IM toutes les 6 heures,100 mg en IV ou IM,100 mg en perfusion IV continue par seringue électrique,200 mg en IV ou IM,b
OIC-299-01-A-,Quel médicament est généralement prescrit pour traiter l'insuffisance surrénalienne primaire?,Fludrocortisone,Hydrocortisone,Flucortac,Hydrocortisone Roussel®,b
OIC-299-02-A,Quel test est inutile pour adapter la dose d'hydrocortisone dans le traitement de l'insuffisance surrénale?,Dosage de la cortisolémie,Dosage de l'ACTH,Dosage de la rénine,Ionogramme sanguin,c
OIC-299-02-A-,Quelle action doit être prise dès que le diagnostic d'insuffisance surrénale aiguë est évoqué?,Attendre les résultats des dosages hormonaux,Commencer le traitement immédiatement,Prélever des échantillons de sang pour dosages hormonaux,Transférer le patient à un autre hôpital,b
OIC-299-03-B,Quel est le principal trouble biologique de l'insuffisance surrénale chez l'adulte et l'enfant?,Hypoglycémie,Hyponatrémie,Hyperkaliémie,Acidose métabolique,c
OIC-299-03-B-,Quel est le diagnostic positif de l'insuffisance surrénale?,Cortisolémie basse ou effondrée,ACTH élevée,Cortisolémie élevée,ACTH basse,a
OIC-299-04-B,Quel facteur peut contribuer à la décompensation de l'insuffisance surrénale traitée?,L'absence d'éducation thérapeutique,L'adaptation suffisante du traitement par hydrocortisone,L'effort physique modéré,L'anesthésie,a
OIC-299-04-B-,Quelle condition peut être révélée par une insuffisance surrénale aiguë chez l'enfant?,Maladie d'Addison,Bloc enzymatique surrénalien,Hémorragie bilatérale des surrénales,Apoplexie hypophysaire,b
OIC-299-05-A,Quelle est la dose initiale d'hydrocortisone recommandée en cas de chirurgie majeure chez un patient insuffisant surrénalien?,25 mg toutes les 6 heures,100 mg en IV continue à la SAP,100 mg IV ou IM initialement,60 mg par 24 heures en trois ou quatre prises,c
OIC-299-05-A-,Quelle est la dose d'hydrocortisone à administrer en cas de stress chez un enfant?,1 comprimé d'hydrocortisone 10 mg dès survenue du facteur déclenchant,2 comprimés d'hydrocortisone 10 mg dès survenue du facteur déclenchant,3 comprimés d'hydrocortisone 10 mg dès survenue du facteur déclenchant,4 comprimés d'hydrocortisone 10 mg dès survenue du facteur déclenchant,c
OIC-299-06-B,Quel est le principal symptôme de l'hyperandrogénie dans le cadre du bloc en 21 hydroxylase chez la petite fille?,Virilisation,Déshydratation,Perte de sel,Accumulation de précurseurs,a
OIC-299-06-B-,Quel est le symptôme principal chez le grand enfant ou l'adolescent dans les formes complètes de l'insuffisance surrénale primitive?,Hypertrophie clitoridienne,Testicule masculin,Symptômes similaires à ceux de l'adulte,Convulsions,c
OIC-299-07-A,"Dans le cadre de l'adrénoleucodystrophie, quel dosage est effectué?",Dosage de la 17 OH progestérone,Dosage des acides gras à longue chaîne,Dosage de la créatinine,Dosage de la glycémie,b
OIC-299-07-A-,Quelle est la deuxième cause d'insuffisance surrénalienne chez l'enfant?,Déficit en 21-hydroxylase,Adrénoleucodystrophie,Hyperplasie congénitale des surrénales,Maladie récessive liée à l'X,b
OIC-299-08-A,Quel est le seuil de glycémie à jeun qui indique un risque de rétinopathie chez les patients diabétiques?,"1,10 g/l (6 mmol/l)","1,26 g/l (7 mmol/l)","1,30 g/l (7,2 mmol/l)","1,40 g/l (7,8 mmol/l)",b
OIC-299-08-A-,Quel est le diabète le plus fréquent?,Diabète de type 1,Diabète de type 2,Diabète gestationnel,Diabète rare,b
OIC-299-09-B,Quelle est la glycémie 2 heures après charge orale qui indique un diabète sucré chez un adulte?,"1,50 g/l","2,00 g/l","2,50 g/l","3,00 g/l",b
OIC-299-09-B-,Quelle est la fréquence recommandée pour le dépistage du diabète de type 2 chez les patients asymptomatiques âgés de plus de 45 ans sans facteur de risque familial?,Annuellement,Tous les 2 ans,Tous les 3 ans,Tous les 5 ans,c
OIC-302-01-A,Comment est diagnostiqué le diabète gestationnel?,Par une hyperglycémie provoquée orale (HGPO) avant la 24ème semaine de grossesse.,Par une hyperglycémie provoquée orale (HGPO) après la 28ème semaine de grossesse.,Par une hyperglycémie provoquée orale (HGPO) entre la 24ème et la 28ème semaine de grossesse.,Par une hyperglycémie provoquée orale (HGPO) à la fin de la grossesse.,c
OIC-302-01-A-,Quel est le facteur de risque de survenue des atteintes micro-angiopathiques lié à la génétique?,Niveau d'HbA1c élevé,Tabagisme,Facteurs génétiques,Alcoolisme,c
OIC-302-02-A,Quel est le facteur de risque lipidique le plus important pour les atteintes macrovasculaires chez le patient diabétique de type 2?,HbA1c,LDL,PA systolique,Tabagisme,b
OIC-302-02-A-,Quel est un marqueur de la pathologie auto-immune dans le diabète de type 1?,Anti-îlots (ICA),Anti-insuline,Anti-GAD (décarboxylase de l'acide glutamique),Anti-IA2 (Islet Antigen Number 2),a
OIC-302-03-B,Quel facteur environnemental favorise l'insulinorésistance?,Activité physique régulière,Alimentation équilibrée,Sédentarité,Réduction de la consommation de graisses,c
OIC-302-03-B-,Quelle est la gradation du pied diabétique pour un patient présentant une neuropathie sensitive isolée?,0,1,2,3,b
OIC-302-04-A,Quel est le rythme de surveillance recommandé pour la rétinopathie diabétique non proliférante sévère (préproliférante)?,Annuel,"1-2 ans selon TA, HbA1c",3-4 mois,2-3 mois,c
OIC-302-04-A-,Quel est le stade où on observe une protéinurie >300 mg/24h?,Stade 1,Stade 2,Stade 4,Stade 5,c
OIC-302-05-A,Quel est le symptôme principal de la neuropathie autonome cardiaque dans le diabète sucré?,Hypotension orthostatique,Tachycardie sinusale,Allongement du QT,Variation du rythme cardiaque,c
OIC-302-05-A-,Quel est le test recommandé pour évaluer l'ischémie myocardique chez un patient diabétique?,ECG de repos,Échographie de stress,Scintigraphie myocardique,Échographie des carotides,c
OIC-302-06-B,Quel est le seuil de risque cardiovasculaire considéré comme important?,10 %,15 %,20 %,25 %,c
OIC-302-06-B-,Quel est le symptôme neuro-glucopénique associé à l'hypoglycémie sévère?,Tremblement,Trouble de concentration,Convulsions,Tous les choix ci-dessus,d
OIC-302-07-A,Quel est le seuil de glycémie qui doit faire mesurer la cétonémie chez un patient diabétique?,1.5 g/l,2.0 g/l,2.5 g/l,3.0 g/l,c
OIC-302-07-A-,Quelle est la première étape de la prise en charge immédiate d'une acidocétose chez l'enfant diabétique?,Hospitalisation en urgence avec surveillance cardiorespiratoire,Réhydratation hydroélectrolytique,Insuline d'action rapide en IV,Traitement du facteur déclenchant,a
OIC-302-08-A,Quel examen est recommandé pour évaluer l'osmolarité chez un patient hyperglycémique sans cétonémie?,Cétonémie capillaire,Ionogramme sanguin,Calcul de l'osmolarité,Calcul du trou anionique,c
OIC-302-08-A-,Quel est l'objectif glycémique recommandé avant les repas chez les patients diabétiques de type 1 non âgés?,"0,9–1,20 g/L","0,8–1,2 g/L","1,2–1,8 g/L","1,2 g/L",b
OIC-302-09-B,Quel est le nombre recommandé de mesures de glycémie par jour pour un patient diabétique de type 1?,1 fois par jour,2 fois par jour,4 à 6 fois par jour,8 fois par jour,c
OIC-302-09-B-,Quelle est la conséquence d'une activité physique intense pour un patient diabétique de type 1?,Augmentation de l'insuline,Diminution de la glycémie,Nécessité de collations supplémentaires,Aucune conséquence,c
OIC-302-10-B,Quels facteurs doivent être pris en compte pour déterminer la cible glycémique (HbA1c)?,Durée du diabète et espérance de vie,Existence de co-morbidités et risque d'hypoglycémies,Motivation du patient et risque d'effets indésirables,Tous les éléments mentionnés,d
