Unnamed: 0,id,question,option_a,option_b,option_c,option_d,correct_option,distractor_quality
2009,OIC-267-09-B-,Quel est le principal objectif du traitement chirurgical d'un AAA?,Réduire la taille de l'anévrisme,Prévenir la rupture de l'anévrisme,Améliorer la fonction rénale,Traiter l'athérosclérose,b,4
2010,OIC-267-10-B,Quelle est la conséquence la plus probable d'une fistule aorto-digestive chronique?,Une amélioration de l'état hémodynamique.,Un sepsis de la prothèse et une anémie microcytaire par saignement occulte.,Une diminution de la douleur.,Une amélioration de la fonction rénale.,b,4
2011,OIC-267-10-B-,Quelle est la conséquence d'une ischémie intestinale aiguë non traitée?,Une amélioration rapide du flux artériel,Une ischémie réversible dans les premières heures,Un infarctus mésentérique,Une augmentation du débit sanguin splanchnique,c,4
2012,OIC-267-11-A,Quel est le pronostic du tableau d’infarctus intestinal mésentérique constitué?,Bon,Très mauvais,Modéré,Incertain,b,4
2013,OIC-267-11-A-,Qu'est-ce qu'une embolie pulmonaire (EP) à haut risque?,Une EP associée à une défaillance hémodynamique et une mortalité > 25%.,"Une EP associée à une défaillance hémodynamique, mais sans mortalité > 25%.","Une EP associée à une défaillance hémodynamique (pression artérielle systolique (PAS) < 90 mmHg ou chute de la PAS ≥ 40 mmHg pendant plus de 15 minutes), en l’absence d’une autre cause tel un sepsis, une arythmie ou une hypovolémie.",Une EP associée à une mortalité < 25%.,c,4
2014,OIC-267-13-A,Quel est le principal inconvénient des D-dimères dans le diagnostic de MTEV?,Ils sont très spécifiques et permettent de diagnostiquer la MTEV avec une grande précision.,Ils sont non spécifiques et peuvent être élevés dans de nombreuses autres conditions.,Ils sont toujours disponibles et ne nécessitent pas de laboratoire spécialisé.,Ils sont gratuits et ne nécessitent pas de prescription médicale.,b,4
2015,OIC-267-13-A-,Quelle est la principale contre-indication à la fibrinolyse dans le traitement d'une EP à haut risque?,L'absence de défaillance hémodynamique,La présence d'une arythmie,La présence d'une hypovolémie,La présence d'une contre-indication absolue,d,4
2016,OIC-267-14-A,"Dans le diagnostic d'exclusion d'embolie pulmonaire (EP) non grave, quel est le seuil de D-dimères ajusté à l'âge?",Moins de 500 µg/L pour les patients de moins de 50 ans.,Moins de 1000 µg/L pour les patients de moins de 50 ans.,Moins de [âge × 10] µg/L pour les patients de plus de 50 ans.,Moins de 500 µg/L pour tous les patients.,c,4
2017,OIC-267-14-A-,"Dans le contexte d'une suspicion d'embolie pulmonaire (EP), l'écho-Doppler veineux est principalement utile pour.",Remplacer l'angiographie pulmonaire comme examen de première intention.,"Rétention d'un diagnostic d'EP devant une TVP proximale, poplitée ou sus-poplitée et une suspicion clinique d'EP.",Diagnostiquer la TVP en premier lieu.,Évaluer la fonction cardiaque.,b,4
2018,OIC-267-15-A,,,,,,,1
2019,OIC-267-15-A-,Quelle est la conséquence d'une EP à risque élevé?,Risque de mortalité < 30 %,Prise en charge ambulatoire possible,Urgence vitale absolue,Surveillance rapprochée en unité de soins intensifs,c,4
2020,OIC-267-16-B,Quel est le principal avantage des Anticoagulants Oraux Directs (AODs) par rapport aux héparines en première intention pour la MVTE?,Ils nécessitent un monitoring INR.,Ils sont plus efficaces pour traiter les EP graves.,Ils peuvent être prescrits d’emblée sans phase héparinique.,Ils sont moins coûteux.,c,4
2021,OIC-267-16-B-,Quand la compression élastique ne doit-elle pas être utilisée?,En phase aiguë de la TVP.,"Si l'index de pression systolique à la cheville est > 0,60.","Si l'index de pression systolique à la cheville est < 0,60.",En dehors de la phase aiguë.,c,4
2022,OIC-267-17-A,"Quelle est la principale contre-indication en cas d'antécédent de MTEV (TVP, EP)?",L'utilisation de contraceptifs à base de progestérone seule.,L'utilisation de contraceptifs combinés contenant des œstrogènes.,L'utilisation de méthodes contraceptives non hormonales.,L'utilisation de contraceptifs à base de cuivre.,b,4
2023,OIC-267-17-A-,Dans quelle situation une thromboprophylaxie médicamenteuse est-elle habituellement prescrite?,En cas de chirurgie bariatrique,"En cas de chirurgie orthopédique (hanche, genou), carcinologique ou bariatrique, ou en présence de facteurs de risque multiples de MVTE",En cas de contre-indication à la thromboprophylaxie médicamenteuse,"En médecine, chez un patient présentant plusieurs facteurs de risque de MVTE",b,4
2024,OIC-267-18-A,Dans quel cas un traitement anticoagulant prolongé est-il discuté au cas par cas?,TVP proximale ou EP avec facteur favorisant transitoire fort identifié,TVP proximale ou EP non provoquée,TVP proximale ou EP non provoquée récidivante,TVP proximale ou EP et cancer,b,4
2025,OIC-267-19-A,Quelle est la principale cause de l'hypertension pulmonaire (HTP) post-embolique?,Infection pulmonaire,Maladie cardiaque,Embolie pulmonaire grave ou répétée,Bronchite chronique,c,4
2026,OIC-267-19-A-,Quelle est la première étape de dépistage d'une hypertension pulmonaire post-embolique (HTP) en cas de dyspnée?,Tomodensitométrie pulmonaire,Échographie cardiaque transthoracique couplée au Doppler,Ponction pulmonaire,Angioscanner pulmonaire,b,4
2027,OIC-267-20-A-,Qu'est-ce qui est associé à la varice selon le texte?,Une amélioration de la circulation sanguine.,Un reflux par incontinence valvulaire.,Une augmentation de la pression artérielle.,Une diminution de la taille des veines.,b,4
2028,OIC-267-21-A,"Selon la classification CEAP, quel est le principal facteur contribuant à l'insuffisance veineuse chronique?",La pression artérielle.,Le reflux veineux.,L'obstruction veineuse.,La contraction musculaire.,b,4
2029,OIC-267-21-A-,Quel est le score de Villalta utilisé pour évaluer la sévérité du SPT?,Le score de Fontaine.,Le score de Virchow.,Le score de Villalta.,Le score de Rutherford.,c,4
2030,OIC-267-22-A,Quel est le principal facteur de risque pour le syndrome post-thrombotique (SPT)?,L'insuffisance valvulaire primitive profonde,Les syndromes veineux compressifs,La maladie variqueuse ou varices essentielles,La thrombose ilio-fémorale,d,4
2031,OIC-267-22-A-,L'exposition à la chaleur est un facteur favorisant l'insuffisance veineuse chronique (IVC)?,Oui,Non,Peut-être,Uniquement en cas de grossesse,a,4
2032,OIC-267-23-A,"En France, en 2011, combien de patients présentaient un ulcère d’origine veineuse?",200 000,400 000,600 000,800 000,b,4
2033,OIC-267-23-A-,"Dans la classification CEAP de l'IVC, quel est le code correspondant aux signes cliniques?",A,B,C,D,c,2
2034,OIC-267-24-B,Quel est le stade ultime de l'insuffisance veineuse chronique (IVC)?,Ulcère cutané,Varices,Ulcère variqueux,Carcinome,c,4
2035,OIC-267-24-B-,Quels signes cliniques sont recherchés lors de l'examen d'une personne en position debout pour diagnostiquer l'IVC?,Une diminution de la température du membre inférieur,Une augmentation de la douleur au niveau des varices,Un reflux dans le réseau veineux profond et superficiel,Une absence de pouls dans les artères du membre inférieur,c,4
2036,OIC-267-25-A,Quelle est une contre-indication à l'utilisation de compression élastique selon le texte?,L'obésité.,"L'artériopathie oblitérante avec IPS < 0,60.",La constipation.,L'eczéma.,b,4
2037,OIC-267-25-A-,Qu'est-ce qu'un abord veineux central?,Un abord veineux périphérique.,Un abord veineux qui se termine dans une chambre implantable.,Un abord veineux qui est tunnélié.,Un abord veineux qui est réalisé par voie périphérique.,b,4
2038,OIC-267-26-A,Quelle complication est associée aux abords veineux périphériques?,Détresse respiratoire aiguë,Infection,Thrombose,Hémorragie,b,4
2039,OIC-267-27-A-,,,,,,,1
2040,OIC-267-28-A-,"En cas de thrombose veineuse centrale, quelle est la décision concernant le cathéter?",Retirer immédiatement le cathéter.,Laisser le cathéter en place s'il est fonctionnel avec anticoagulation.,Effectuer une thrombectomie.,Surveiller les signes cliniques.,b,4
2041,OIC-267-29-A,Quelles sont les caractéristiques variables d'une douleur thoracique aiguë?,Seulement l'intensité.,Seulement la localisation.,"Intensité, localisation, irradiation, durée, facteur déclenchant ou soulageant, fréquence.",Seulement la durée.,c,4
2042,OIC-267-29-A-,Quels sont les signes de détresse neurologique?,Détresse respiratoire,Signes de choc,Troubles de la conscience,Douleur thoracique,c,4
2043,OIC-267-30-B,Quel est le signe hémodynamique qui indique une gravité imposant des décisions thérapeutiques immédiates?,Tachycardie,Hypertension artérielle,Hypotension artérielle,Taquipnée,c,4
2044,OIC-267-30-B-,Quel est l'un des éléments du mnémonique PIED pour mémoriser les urgences cardio-vasculaires?,Infarctus,Péricardite,Dissection,Embolie,a,4
2045,OIC-267-31-A-,Quel examen est réalisé en premier dans la démarche diagnostique d'une douleur thoracique aiguë?,L'ECG,Le bilan biologique,L'imagerie,L'auscultation cardio-pulmonaire,a,4
2046,OIC-267-32-A,Quel est l'ECG le plus susceptible de montrer une dissection aortique?,Un ECG normal.,Un sus-décalage diffus du segment ST.,Un sous-décalage du segment ST.,Un bloc de branche droit.,a,4
2047,OIC-267-32-A-,,,,,,,1
2048,OIC-267-33-A,Quel est l'intérêt de réaliser une deuxième mesure de troponines ultrasensibles si la première est normale?,Pour confirmer la présence de myocardite.,Pour exclure une dissection aortique.,Pour confirmer l'absence de syndrome coronarien aigu.,Pour évaluer l'effet shunt.,c,4
2049,OIC-267-33-A-,"Dans le cas d'un SCA non ST+, quelle est la durée maximale acceptable pour réaliser une coronarographie?",Moins de 6 heures.,Moins de 12 heures.,Moins de 24 heures.,Moins de 48 heures.,c,4
2050,OIC-267-34-A,Quel examen est le plus approprié pour le diagnostic positif de dissection aortique chez un patient stabilisé?,Echocardiographie trans-thoracique (ETT),Echocardiographie trans-oesophagienne (ETO),Angioscanner thoracique,Echocardiographie trans-thoracique (ETT),c,3
2051,OIC-267-35-B,Quel est un exemple de douleur pariétale musculo-squelettique?,Pneumonie,Pneumothorax,Syndrome de Tietze,Épanchement pleural,c,4
2052,OIC-267-35-B-,Quelle est une cause extra-thoracique de douleur thoracique qui implique le pancréas?,Cholécystite,Ulcère,Pancréatite,RGO,c,4
2053,OIC-267-36-A,Quel est le principal obstacle causé par le rétrécissement aortique (RA)?,Régurgitation de sang de l'aorte vers le VG en diastole,Dysfonctionnement de la valve mitrale avec défaut de fermeture systolique,Limitation d'ouverture de la valve aortique,Dysfonctionnement de la valve mitrale avec limitation d'ouverture en diastole,c,4
2054,OIC-267-37-B,Quelle est la cause la plus fréquente de rétrécissement aortique?,Congénitale,Dégénérative,Post-rhumatismale,Inflammatoire,b,4
2055,OIC-267-38-A,Dans quelle situation l'épreuve d'effort est-elle particulièrement utile pour les valvulopathies?,Pour toutes les valvulopathies symptomatiques.,Pour les valvulopathies mitrales sévères asymptomatiques.,Pour les valvulopathies aortiques.,Pour les valvulopathies régurgitantes.,b,4
2056,OIC-267-38-A-,Dans quelle situation l'échographie trans-oesophagienne (ETO) est-elle principalement indiquée pour l'évaluation des valvulopathies?,Pour tous les types de valvulopathies.,Pour les valvulopathies mitrailles et en cas de suspicion d'endocardite.,Pour les valvulopathies aortiques.,Pour les valvulopathies tricuspidailles.,b,4
2057,OIC-267-39-A-,Quel est le traitement le plus couramment utilisé pour le rétrécissement aortique?,Commissurotomie chirurgicale,Remplacement valvulaire aortique,Remplacement de l’aorte ascendante,Remplacement valvulaire mitral,b,4
2058,OIC-267-40-A,Quelle est la principale indication pour la valvuloplastie aortique au ballon?,Cas d'insuffisance aortique sévère.,Cas d'insuffisance aortique en urgence.,Cas de rétrécissement aortique rare.,Cas de rétrécissement aortique en urgence.,d,4
2059,OIC-267-40-A-,Quelle est l'indication chirurgicale la plus fréquente pour le rétrécissement aortique (RA) asymptomatique?,Remplacement valvulaire aortique,Observation,Remplacement valvulaire aortique en cas de retentissement ventriculaire gauche (RVG) avec FEVG <50%,Observation en cas de dilatation de l’aorte ascendante > 55mm,c,4
2060,OIC-270-01-A,"Dans le cas d'une insuffisance mitrale organique, quel est le principal indicateur pour l'utilisation du mitraclip?",La présence de fibrillation auriculaire,L'absence de contre-indications chirurgicales,La persistance de l'insuffisance cardiaque malgré le traitement médical,L'âge du patient,c,4
2061,OIC-270-01-A-,"Dans le cas de la maladie de Marfan, quel médicament est recommandé?",IEC/ARA 2,Diurétiques,Bétabloquants ou ARA 2 (Losartan),Régime pauvre en sel,c,4
2062,OIC-270-02-A,Quel facteur contribue le plus à l'augmentation de la prévalence de l'insuffisance cardiaque dans la population vieillissante?,Une meilleure prise en charge des maladies respiratoires,Une diminution de l'obésité,Une meilleure prise en charge des facteurs de risque cardiovasculaires et des événements coronariens,Une diminution de l'âge moyen,c,4
2063,OIC-270-02-A-,"Selon le contenu éducatif, quel type d'insuffisance cardiaque est principalement ciblé par les possibilités thérapeutiques?",Insuffisance cardiaque diastolique ou à fraction d’éjection préservée FEVG ≥50%.,Insuffisance cardiaque systolique ou à fraction d’éjection légèrement réduite entre 41 et 49%.,Insuffisance cardiaque à fraction d’éjection réduite (FEVG ≤40%).,Insuffisance cardiaque avec une fraction d’éjection normale.,c,4
2064,OIC-270-03-A,Quel est un symptôme associé à l'œdème pulmonaire cardiogénique?,Une diminution de la fréquence respiratoire,Une augmentation de la fréquence respiratoire,Une diminution de la saturation en oxygène,Une augmentation de la saturation en oxygène,b,4
2065,OIC-270-03-A-,,,,,,,1
2066,OIC-270-04-A,Quel est le volume de sang contenu dans les ventricules à la fin de la diastole ventriculaire?,Volume télésystolique (VTS),Volume d’éjection systolique (VES),Volume télédiastolique (VTD),Fréquence cardiaque (Fc),c,4
2067,OIC-270-04-A-,,,,,,,1
2068,OIC-270-05-A,Quel est un argument pour exclure une crise d'asthme comme cause d'insuffisance respiratoire aiguë?,Toux et expectoration,Bruits respiratoires associés,Fièvre,Signes de Phlébite,d,4
